,id,open,high,low,volume,market_cap,social_score,average_sentiment,price_score,social_impact_score,correlation_rank,volatility,percent_change_24h,market_cap_global,close
4746,ID_3wMKxW,14145.029739,14145.029739,14128.265333,975489922.0,261693965866.0,12056894.0,3.6,3.0,4.2,3.8,0.01326586,2.0646932913114746,415166067596.0,14128.265333
4749,ID_3wQ98n,9174.588952,9177.111703,9172.025631,525699132.0,165338200404.92,3905538.0,3.7,2.7,3.8,2.3,0.00802498,-1.1987571493752065,245633959042.0,9172.025631
4750,ID_3wQCfy,45708.34752,45950.578844,45423.88609,3595574642.0,851012004841.0,119420934.0,3.7,3.4,3.0,3.9,0.01413883,-1.2518475898382757,1404187441793.0,45644.945019
4752,ID_3wRZAJ,9109.294877,9112.074644,9109.294877,554908708.0,168006208323.0,19531822.0,3.6,3.2,3.0,3.0,0.00571079,0.0846695638730489,274101230986.0,9112.074644
4753,ID_3wRevG,17175.438527,17195.778458,17142.521069,982161834.0,318387462581.0,11032166.0,3.6,1.7,4.1,3.1,0.01100319,0.3740657984064779,519460466803.0,17164.348289
4754,ID_3wSXc9,9513.271498,9513.271498,9502.661203,695176201.0,175265391271.0,24941420.0,3.6,2.8,3.7,2.6,0.0082887,1.7575915779328963,288360482602.0,9502.661203
4756,ID_3wV65X,7753.570309,7756.728994,7753.484882,1162449080.0,141896803270.0,17143192.0,3.7,3.2,4.3,3.0,0.00384337,0.1612127606278351,224755177316.0,7756.728994
4757,ID_3wVCWH,6831.321793,6831.321793,6689.813337,1752087242.0,123037295898.0,8216905.0,3.6,1.6,4.0,4.3,0.01167701,-4.405137123681741,188395584277.0,6702.023988
4758,ID_3wVESa,10715.756001,10733.553592,10715.756001,667201858.0,198745824114.0,30697905.0,3.7,2.8,4.1,3.7,0.00340265,-0.0853702786589253,344141075146.0,10733.553592
4759,ID_3wW2pd,45096.851243,45664.945574,44960.969647,2421830397.0,844961818705.0,33885803.0,3.6,2.9,3.7,2.6,0.02114738,-3.222962476277442,1411339940649.0,45300.427317
4761,ID_3wX88i,8363.631719,8363.631719,8354.086154,337649078.0,151891938590.0,18088436.0,3.7,2.9,4.3,2.0,0.01507388,-3.3280759819878547,227889270138.0,8354.786019
4763,ID_3wa4Ac,10881.723594,10883.156444,10880.377524,697530159.0,201285200800.0,12978061.0,3.7,3.0,4.2,3.4,0.00713932,0.9138704682709984,349553631366.0,10883.156444
4764,ID_3wa8QQ,7214.173239,7214.173239,7202.356888,1185920819.0,131783778603.0,10344615.0,3.7,2.8,4.2,3.2,0.00987157,1.0618642789337651,208872319331.0,7202.356888
4767,ID_3wboh8,8370.452912,8373.112331,8365.122679,478549553.0,150320735543.51,3988629.0,3.8,2.9,4.2,2.0,0.07010427,-2.004056293084379,220779719308.77,8366.627356
4769,ID_3weVm2,12945.656594,12945.656594,12865.245119,1152685404.0,238888957612.0,14331068.0,3.7,2.5,3.0,4.1,0.01970313,-0.1403476567631466,397665214581.0,12906.864593
4770,ID_3weutU,49331.013364,50203.918931,49331.013364,3388416009.0,929755601137.0,70491386.0,3.7,5.0,3.7,2.9,0.01159201,2.479707973484241,1585794174388.0,49697.241423
4772,ID_3wggb4,11423.328345,11430.73844,11423.328345,1018857157.0,211151344104.0,23574135.0,3.7,3.2,4.3,2.9,0.00845644,-2.8134884231649164,362303895637.0,11430.73844
4774,ID_3witpa,7130.803717,7131.660989,7130.803717,1196890812.0,130625291499.0,10553760.0,3.6,3.0,3.7,4.3,0.01529442,3.9281291125756894,206813881915.0,7131.660989
4776,ID_3wkhdy,59940.25068,60111.987407,59940.25068,3247468175.0,1121229169744.0,40405611.0,3.8,3.9,3.0,4.1,0.00601102,0.9804171062655168,1976790487813.0,60111.987407
4778,ID_3wmRSM,8155.569972,8157.140267,8125.224499,372309697.0,146327847213.17,9668069.0,3.7,2.9,2.0,5.0,0.00552732,0.2369668311215498,218864663737.13,8141.312001
4780,ID_3wpbnj,9044.263435,9056.703394,9044.263435,959619664.0,165392732554.0,6542851.0,3.7,3.0,4.2,3.2,0.01477998,1.5866045059356122,257649396815.0,9056.703394
4782,ID_3wrW69,7163.007499,7173.740953,7163.007499,760192208.0,130226086874.0,6668618.0,3.6,2.9,4.0,3.3,0.00678017,-0.6075720646145641,190073982042.0,7173.740953
4786,ID_3wsCFc,8044.39166,8050.599901,8044.39166,429421151.0,144901800748.82,5819744.0,3.7,3.1,3.7,3.1,0.00756246,-1.722081779870702,218765837109.0,8049.773839
4788,ID_3wsZHD,9334.002904,9341.900662,9318.046038,687095399.0,168721046804.8,8825685.0,3.8,2.8,3.8,2.7,0.00804459,-0.9671988715317864,251979108789.0,9324.004089
4791,ID_3wtLFD,54746.712604,54881.321153,54604.519475,2282138036.0,1017732980782.0,39879630.0,3.6,3.3,3.0,3.6,0.01652529,4.733691299611042,1756835686586.0,54604.519475
4792,ID_3wtQw3,7955.282073,7967.130443,7955.282073,1468709197.0,145767959169.0,5358121.0,3.6,3.4,4.1,2.6,0.03211419,0.8978027609812398,225880521913.0,7967.130443
4793,ID_3wuinP,8628.219034,8650.987553,8628.219034,1566788711.0,158001571751.0,12063832.0,3.7,2.9,3.4,3.6,0.01109153,-1.670599716867243,245723987555.0,8650.987553
4795,ID_3wvFKr,10924.554071,10933.900602,10924.554071,767830029.0,202127943536.0,17070493.0,3.6,3.0,4.2,2.6,0.00578567,-0.052891669695095,354069283730.0,10933.900602
4796,ID_3ww7qb,7715.055713,7727.897842,7708.61639,1594771128.0,141722494078.0,16595878.0,3.7,2.9,4.3,3.1,0.00371737,0.5795380516484677,223527676135.0,7725.076839
4798,ID_3wx7T3,10179.508879,10216.687251,10179.508879,2399642901.0,185707010630.0,24360343.0,3.6,2.8,4.1,3.3,0.00716978,-1.5978111826960926,299531302220.0,10216.687251
4799,ID_3wxNv9,9076.417072,9078.842207,9043.555723,571792050.0,163181664101.0,6846460.0,3.8,3.0,4.0,4.5,0.01090219,2.552550874833901,245676584073.0,9043.555723
4803,ID_3wxfWc,46535.714365,46752.822609,46318.747176,2060209454.0,868960249401.0,32814193.0,3.7,3.4,3.0,2.4,0.01246451,-2.4804683522206474,1462627593067.0,46623.228412
4804,ID_3wyHuX,11748.091082,11773.243813,11743.281359,1160171557.0,217606265631.0,10696647.0,3.7,2.8,4.1,3.9,0.01160341,2.3802874954137554,367772789387.0,11745.418182
4805,ID_3wyUEf,8487.307023,8494.235594,8471.645934,378632817.0,154050698638.0,9843671.0,3.6,3.0,3.6,4.8,0.00954813,1.5086896984955651,231575944644.0,8480.833815
4807,ID_3wzQQ2,11798.092267,11798.092267,11777.250173,909239676.0,217349203282.0,19002095.0,3.7,2.7,4.2,4.2,0.01256982,0.2079068925992882,362928587812.0,11777.250173
4808,ID_3x35Lx,9421.893506,9435.620158,9421.893506,851766669.0,173007199580.0,21158767.0,3.6,2.9,4.2,2.6,0.00473465,0.3391187250395145,268708018442.0,9431.064031
4809,ID_3x3Mc7,7062.581577,7062.581577,7055.391667,1122763817.0,129053226180.0,21536716.0,3.7,3.0,4.1,2.5,0.02079874,0.4206927881731712,203058071423.0,7055.391667
4810,ID_3x3eYW,7190.045034,7190.045034,7179.25594,1030421669.0,131155621757.0,14455866.0,3.7,2.7,4.3,2.9,0.00734553,-0.593296640033099,207899970891.0,7179.25594
4811,ID_3x3gZ3,39977.358276,40267.849907,39977.358276,2285237179.0,748264816228.0,49541197.0,3.6,3.1,4.0,2.6,0.02719063,5.116004294563768,1234891719598.0,40190.011188
4812,ID_3x3i6d,11344.803963,11364.03819,11344.803963,828171956.0,210662521114.0,29207773.0,3.6,2.5,3.5,2.9,0.00354434,-0.7345186539612124,362679842527.0,11364.03819
4813,ID_3x4Sza,11935.310129,11935.310129,11914.749467,1087334567.0,219731377337.0,20899440.0,3.7,3.1,4.4,3.7,0.01213255,3.021650908126228,370619565343.0,11926.043616
4815,ID_3x6KHX,10300.4935,10304.5931,10300.4935,798141502.0,190527038442.0,16349478.0,3.7,5.0,4.1,3.6,0.00484509,-0.5113975757647713,337177690344.0,10304.5931
4816,ID_3x7VNn,6962.455253,6963.682665,6962.455253,492323828.0,126306924286.0,11428409.0,3.7,3.2,4.1,1.8,0.01165087,-3.0305928694274225,185821626121.0,6963.682665
4817,ID_3x7gxn,9540.627801,9601.42615,9540.627801,1146150370.0,175762371395.0,5411721.0,3.6,3.6,4.0,3.2,0.00599789,-0.7564751186723155,277221814888.0,9601.42615
4820,ID_3x8Bau,46509.706531,46791.823808,46160.28383,2081429905.0,867664882163.0,50909668.0,3.7,3.2,4.2,2.8,0.02565499,4.533752987227805,1454842812942.0,46607.228453
4823,ID_3xAL8j,13663.775297,13696.98004,13572.475869,1353697467.0,252278097450.0,34573818.0,3.7,3.1,3.0,4.9,0.01467281,5.130961517253457,413415462698.0,13645.75662
4824,ID_3xBJ3H,17624.831141,17799.455085,17517.984013,2710455455.0,329842776952.0,77652247.0,3.7,3.6,3.8,5.0,0.02413054,6.652669242110848,506566527084.0,17799.455085
4825,ID_3xC9Pd,10259.17952,10261.787139,10257.128964,542992341.0,184321077016.67,11793439.0,3.8,1.9,4.0,3.0,0.0153431,0.5137666648257452,273083894809.14,10257.128964
4827,ID_3xCXDs,9555.635114,9674.483681,9555.635114,2123393320.0,178072571973.0,14804253.0,3.6,2.7,4.3,3.3,0.02213354,1.5646981151768375,264192296903.0,9671.400817
4829,ID_3xEA6H,8717.488995,8735.806791,8705.811583,1764707759.0,160045273167.0,24326902.0,3.7,2.7,3.7,3.0,0.0140404,0.8185533784249223,242308589650.0,8720.897583
4830,ID_3xEDe5,38799.004187,39237.701123,38747.861554,2043097269.0,727097517265.0,24681341.0,3.6,3.5,3.6,2.9,0.01986785,1.2863547425870745,1222880780483.0,39073.170767
4831,ID_3xFNmB,9153.525162,9153.525162,9130.301566,698684712.0,167862017308.0,19469564.0,3.6,2.6,3.0,3.2,0.00562124,-1.0545154147939688,273845096255.0,9130.301566
4832,ID_3xFVis,7207.889976,7207.889976,7171.803996,440546529.0,129518252493.0,8627404.0,3.6,3.2,3.0,4.0,0.00749169,-0.0843218888891733,196333562100.0,7173.893999
4833,ID_3xFZXy,8174.535953,8174.535953,8141.284189,531761908.0,146988858097.0,5108725.0,3.7,3.1,3.0,2.8,0.01618606,-4.1144436797097175,222775168148.0,8141.284189
4836,ID_3xGPLd,19339.993237,19364.109575,19320.981608,1416328480.0,359084046214.0,14345490.0,3.7,3.2,4.0,3.3,0.01951651,4.784359297115661,572101453264.0,19346.794785
4837,ID_3xHCAR,8190.175634,8445.411937,8190.175634,947319992.0,153259431496.0,16632421.0,3.7,4.0,4.2,3.3,0.02815169,7.1425323570051935,222033329429.0,8429.901125
4838,ID_3xHRDh,40931.761428,40931.761428,40581.560199,3188407190.0,755389617668.0,77992857.0,3.7,3.2,3.9,2.9,0.03065009,7.53520549298244,1241255504872.0,40581.560199
4840,ID_3xHuTN,11622.442757,11637.033233,11622.442757,765045372.0,214186201285.0,8236042.0,3.6,2.8,3.7,2.9,0.00978571,-1.3343579128033325,358283830852.0,11637.033233
4842,ID_3xKxFW,10299.741625,10299.741625,10292.321431,689805708.0,190189549064.0,6678337.0,3.7,2.9,4.1,3.1,0.00938855,-1.8428964540834665,325362840903.0,10292.321431
4843,ID_3xKzE7,10875.447963,10930.71953,10875.447963,1209685605.0,201899564089.0,13533426.0,3.5,5.0,4.3,3.4,0.00633583,1.7672568675091611,349641506890.0,10930.71953
4844,ID_3xL5Fx,8642.771293,8642.854904,8634.91795,380245515.0,156889941662.0,13488695.0,3.7,2.9,3.0,3.1,0.00447876,1.545651197872305,237241365005.0,8641.030363
4845,ID_3xMCzJ,18474.401692,18474.401692,18461.583412,1640304397.0,342843901607.0,17004787.0,3.7,2.7,4.1,3.0,0.00934949,1.3378157335945198,567283617331.0,18461.583412
4846,ID_3xMDLj,6766.02828,6766.02828,6719.267371,2325814260.0,123438904378.0,13193380.0,3.6,5.0,4.3,3.3,0.00671502,-1.7670879238474042,193013964716.0,6733.421335
4847,ID_3xNVfQ,19403.648102,19413.359929,19354.270375,1221647787.0,360309840438.0,14764549.0,3.7,2.8,4.3,3.6,0.0068243,0.0041154070044529,631403121179.0,19392.99911
4848,ID_3xNeej,9094.229301,9110.827218,9080.839653,1478706717.0,167065028898.0,19504886.0,3.7,3.2,3.0,3.2,0.02417737,-2.960419475835154,253920860075.0,9105.238643
4849,ID_3xNg6j,6612.673561,6631.572141,6612.673561,1481395511.0,121084397738.0,5681072.0,3.5,3.3,3.7,3.5,0.01814872,4.439407632650378,185410997881.0,6631.572141
4852,ID_3xQ4qy,9853.306041,9853.306041,9850.628679,666979783.0,179304137752.0,40922867.0,3.7,2.9,3.0,2.0,0.01217638,-2.0618323647770365,281542220355.0,9850.628679
4853,ID_3xQTwm,8059.057613,8095.672896,8038.48674,435750551.0,144526314150.55,5174795.0,3.7,2.3,4.0,3.0,0.01188495,-0.5397893962616884,216876480836.59,8051.464421
4854,ID_3xRMFD,8374.2868,8374.2868,8301.363236,454105694.0,151170151746.0,14717060.0,3.7,3.3,4.3,3.1,0.01141105,-3.2856485632854886,228184406988.0,8315.482909
4855,ID_3xSRxK,49940.271832,50181.97172,49464.45939,3173960122.0,925168988738.0,135900661.0,3.6,2.5,4.2,2.7,0.03417553,4.136153563088191,1540355160228.0,49488.421034
4856,ID_3xV8f6,10337.551662,10345.475298,10308.09024,410015085.0,184928130297.18,7544048.0,3.7,4.5,4.2,1.0,0.01101241,1.4593880181679946,264951068928.42,10308.09024
4857,ID_3xWJ9n,10711.692949,10721.567945,10711.692949,545395961.0,198527049899.0,20677798.0,3.6,2.9,4.1,2.8,0.00340065,0.2193480234639069,342953289785.0,10721.567945
4859,ID_3xXvFz,8065.540783,8076.256883,8059.386556,368682587.0,146465765063.0,12876479.0,3.7,3.8,4.1,3.4,0.00432819,-0.4932438044208895,213652725919.0,8063.464687
4861,ID_3xZvDj,5368.63695,5431.394984,5365.65066,1370015139.0,99545443077.0,13689342.0,3.7,3.0,3.0,2.8,0.05623931,-2.1117854845983826,154575402388.0,5417.478951
4862,ID_3xbCtX,9123.329806,9127.91645,9123.329806,1252643728.0,166647269903.0,6872017.0,3.6,2.9,4.3,3.0,0.00500986,0.1723741013592956,261735146832.0,9127.91645
4864,ID_3xbQUr,9674.846278,9810.617603,9674.846278,2239512173.0,176902661363.0,17384775.0,3.7,3.0,4.0,3.8,0.02343634,-3.619165641100123,280410426729.0,9810.617603
4866,ID_3xceEw,11506.671708,11518.927919,11506.671708,1143341515.0,212381510045.0,22248644.0,3.6,3.6,4.1,3.1,0.00557878,1.648447369038995,372196055447.0,11518.927919
4867,ID_3xdNmA,55900.446473,56230.906373,55265.893761,4030666277.0,1039233390793.0,64768355.0,3.7,4.3,3.0,3.0,0.01103783,-1.877167009334034,1727351620245.0,55860.002613
4868,ID_3xemHX,9277.219859,9280.047944,9277.219859,623157691.0,167525115863.11,4085036.0,3.7,3.7,4.3,2.8,0.00383864,-0.5566519891236398,250846878992.0,9280.047944
4869,ID_3xfo4c,8900.87457,8900.87457,8889.053166,595806126.0,161335911830.0,13802271.0,3.7,1.0,3.5,3.9,0.00513596,0.3650964096539686,242690428648.0,8889.053166
4871,ID_3xhsGo,19113.053837,19117.72152,19113.053837,1625143286.0,354192061242.0,24194818.0,3.6,2.9,4.0,4.0,0.01812278,4.060010607291703,584194813510.0,19116.252809
4874,ID_3xiZdf,57552.345281,58207.552053,57552.345281,2510000950.0,1073718866465.0,43714722.0,3.7,3.1,3.0,3.5,0.02353572,-2.582092241447939,1810453803899.0,57553.089498
4875,ID_3xjKvE,54649.049393,54731.928883,52927.141907,6737666024.0,1000729165331.0,108292862.0,3.6,3.3,3.4,3.0,0.01655548,-5.546861326848662,1659006441836.0,53932.645826
4876,ID_3xjQNz,10344.769911,10344.769911,10331.57217,916935387.0,188144094747.0,25984569.0,3.7,3.0,4.2,3.9,0.00689712,1.2916331770898668,306432478917.0,10331.57217
4877,ID_3xkjJM,12973.939053,12985.939462,12973.939053,686600440.0,240855295778.0,12368593.0,3.6,3.2,4.1,2.9,0.00721631,-0.0082528302987336,402070735493.0,12985.939462
4878,ID_3xmHD9,11450.880465,11453.284857,11448.44303,439633960.0,212081343141.0,12956383.0,3.6,2.9,3.0,3.1,0.00395818,0.790313457491119,363294257890.0,11453.284857
4879,ID_3xmqhW,51203.510005,51467.197133,50978.428738,2454722804.0,957749964814.0,63701037.0,3.7,3.0,3.7,3.7,0.02577583,7.047374252907844,1606788070899.0,51388.337656
4880,ID_3xnFHz,7235.002249,7235.002249,7212.087568,691496452.0,130671516599.0,9528286.0,3.6,2.5,3.4,2.9,0.00907505,-0.5858264000578487,190225807243.0,7212.087568
4881,ID_3xnJN3,10529.164303,10583.337048,10529.164303,1444506464.0,196504618577.0,37578011.0,3.6,3.4,3.9,2.6,0.0272287,-6.603139230319814,349037411265.0,10583.337048
4882,ID_3xodq2,8154.055862,8180.551835,8148.683588,396774066.0,146766087828.81,7365461.0,3.8,2.5,1.9,4.9,0.00788725,1.938526752083555,221252483276.0,8155.047162
4883,ID_3xopME,8710.55678,8710.55678,8624.7734,3922837910.0,158109813710.0,42330548.0,3.8,3.1,3.9,5.0,0.03480044,11.05659052840625,245699947814.0,8624.7734
4884,ID_3xpHH5,11637.309082,11637.309082,11625.197769,712427335.0,214927845330.0,11740879.0,3.6,2.9,3.4,3.0,0.00588803,-0.888194631526332,360834182584.0,11625.197769
4885,ID_3xqE62,9347.91622,9347.91622,9332.272392,550746553.0,169875254725.0,19735101.0,3.6,3.3,3.4,4.4,0.0050718,0.922710708745368,254830935000.0,9332.272392
4886,ID_3xqnMr,8609.840898,8727.992988,8602.204725,653113893.0,156816700015.3,4689769.0,3.8,5.0,2.4,2.8,0.0052714,1.6733979030009842,232386544764.05,8727.992988
4887,ID_3xqnbu,16365.520747,16365.520747,16344.213263,977268478.0,303076627063.0,26158231.0,3.6,3.0,3.0,2.9,0.00809839,1.720072609680879,474888760949.0,16344.213263
4888,ID_3xrP4Y,59893.449208,60100.504331,59523.805421,3169446622.0,1116909874835.0,191860588.0,3.6,3.5,3.5,4.5,0.01497104,6.853420652011454,1849778347277.0,59891.363301
4889,ID_3xsEWn,7345.831604,7350.427528,7313.526056,781267584.0,133112654102.0,10855622.0,3.7,4.1,3.7,3.0,0.00802771,-0.1006425864839132,196091038937.0,7334.83148
4891,ID_3xsr2y,10220.761739,10220.761739,10215.484812,503236125.0,183075558066.62,7339473.0,3.7,5.0,2.0,4.0,0.0084285,-1.0667198145954258,271705422630.99,10215.484812
4895,ID_3xvMXp,9493.378642,9493.378642,9491.247806,617009794.0,173816919008.0,7416204.0,3.6,3.0,3.0,3.1,0.00352933,0.4154584770158154,270767180397.0,9491.247806
4898,ID_3xwv6U,11465.62503,11465.62503,11424.422976,1080634034.0,211214577791.0,64324131.0,3.4,3.5,3.6,2.8,0.02279537,-2.716601929191869,376917494424.0,11424.422976
4901,ID_3xxuKY,7947.592499,7947.592499,7920.852872,329419447.0,142991737448.61,3342923.0,3.7,2.3,2.2,4.0,0.02037483,-3.484109448643402,214627075111.14,7922.14905
4902,ID_3xy8tw,9105.900919,9134.940723,9105.900919,911686662.0,168353186520.0,27656776.0,3.7,3.3,4.1,2.8,0.0049779,0.3763752592821061,261807964087.0,9134.940723
4903,ID_3xypi3,9135.964449,9153.273314,9135.964449,1277541219.0,168219847279.0,24324825.0,3.6,3.3,4.1,3.5,0.02143523,0.7225334336398302,255222657874.0,9141.525913
4904,ID_3xzDUH,9737.559706,9737.559706,9736.711387,734394986.0,178740217237.0,29026108.0,3.7,3.1,4.3,2.2,0.00746227,-0.5646209282117853,277225092706.0,9736.711387
4905,ID_3xzY7v,11796.965694,11808.242758,11796.965694,1954637210.0,218192765002.0,12660109.0,3.6,2.5,4.3,4.3,0.00449321,0.528319236257896,375876732617.0,11808.242758
4908,ID_3y24Cb,49326.723312,49423.594862,48760.545833,2259698031.0,909956702991.0,35746361.0,3.5,2.7,4.1,3.4,0.03271223,2.4676192865337576,1534472922422.0,48907.409689
4909,ID_3y2KAD,10330.724013,10336.060832,10330.724013,393363333.0,185440254785.92,5409078.0,3.7,4.4,1.8,5.0,0.00906622,0.0730723057504301,267665193744.2,10336.060832
4910,ID_3y2dsi,11757.107226,11758.267213,11752.410672,635012977.0,217743685852.0,16559060.0,3.6,3.0,4.1,4.2,0.01107188,2.730033771670737,369443284561.0,11752.410672
4914,ID_3y6UWc,8471.422609,8472.689139,8453.117333,524563987.0,152638445854.0,6784002.0,3.7,3.5,4.3,3.4,0.00398849,-0.3322721402729792,231647243168.0,8453.527836
4916,ID_3y799R,8114.046029,8114.046029,8094.1599,517458265.0,146116778279.0,9477642.0,3.6,2.5,4.2,2.9,0.00837974,-0.9175639800834084,221379081463.0,8094.1599
4918,ID_3y8PwF,7328.648562,7335.047319,7317.499906,684280218.0,133065899478.0,8184524.0,3.7,3.3,3.0,2.8,0.0058989,0.3288935155931579,195457373043.0,7327.937768
4919,ID_3y8VXB,10430.32374,10430.32374,10334.378814,1054232123.0,191040098510.0,27555346.0,3.7,3.1,3.8,3.8,0.0102484,3.3000953090171565,336584889222.0,10334.378814
4920,ID_3y8pVY,59726.079282,60047.915192,59404.780475,2823849061.0,1111595299954.0,49081618.0,3.7,3.2,3.9,3.1,0.02570046,-0.2116830984997441,1833743289468.0,59611.892467
4921,ID_3yAZUu,11341.170778,11388.931746,11341.170778,1276213112.0,210140862315.0,20212388.0,3.7,5.0,4.2,3.1,0.00671418,1.207807995946189,352592099504.0,11388.931746
4924,ID_3yCNNj,8983.256144,9009.054759,8973.501079,467848650.0,163501261279.0,18802361.0,3.6,2.8,4.4,2.8,0.01776975,0.9945245680843692,245387349980.0,8990.744711
4925,ID_3yCjam,9881.013144,9884.391416,9827.093322,2407341584.0,181016817466.0,22699444.0,3.7,2.8,3.9,3.3,0.03824005,4.911657779514251,269483717672.0,9846.861518
4926,ID_3yDHUB,8701.340757,8849.564467,8701.340757,2705863949.0,162501282237.0,23737245.0,3.7,2.8,4.2,2.7,0.0493938,1.3899391018241078,248926864298.0,8849.564467
4927,ID_3yDPbW,9818.696475,9818.696475,9518.026403,1155045899.0,175141474659.0,9424335.0,3.7,4.0,4.3,3.0,0.01290216,-2.467031523106762,275244298332.0,9518.026403
4929,ID_3yFk3o,18387.542925,18431.427227,18387.542925,1245130416.0,342547896520.0,13714871.0,3.7,3.1,3.0,3.2,0.0110976,-0.1642325252782468,549036546994.0,18431.427227
4930,ID_3yFvbh,9676.372427,9703.766964,9676.372427,984488670.0,176775209748.0,16592517.0,3.7,2.4,3.4,2.7,0.00858753,0.9824387825394822,280897377079.0,9703.766964
4931,ID_3yGF3X,8731.865235,8748.10688,8731.865235,517399028.0,157707751594.0,14637867.0,3.8,2.6,4.1,2.6,0.01062569,0.1517689187848576,238955346999.0,8737.177317
4933,ID_3yH8mq,5404.601148,5425.865512,5382.645992,1481292208.0,99243688281.0,16934717.0,3.7,1.7,3.6,3.3,0.04268401,8.96957521736949,152479283123.0,5420.409604
4934,ID_3yHQ9J,8059.363625,8092.647692,8059.363625,462727020.0,145672600919.84,8364203.0,3.7,2.6,2.9,2.7,0.00739668,-0.9594951008345076,221037560167.75,8078.814149
4935,ID_3yHmsL,18435.251805,18444.640704,18435.251805,999986303.0,342160252720.0,7578613.0,3.6,3.1,3.0,3.5,0.00604095,-1.1837457963439608,538616670223.0,18444.640704
4940,ID_3yLEwq,8652.994789,8655.022983,8652.994789,1690016427.0,158934286977.0,13593136.0,3.6,3.1,3.0,2.9,0.01742187,-4.579878227397578,242488314742.0,8655.022983
4942,ID_3yNCL9,9042.628355,9047.532275,9023.027936,492409533.0,165182685440.0,11733913.0,3.7,3.1,4.3,5.0,0.01961018,4.905521553472026,246604688023.0,9035.855175
4943,ID_3yNMSN,48821.8402,48968.512319,48643.152458,2245861633.0,907794870475.0,122486544.0,3.6,2.9,3.7,3.3,0.01773135,4.310086758493901,1519833910170.0,48911.793098
4944,ID_3yP5gW,9285.542842,9296.669196,9285.542842,650719368.0,167858542617.67,5061101.0,3.7,3.4,4.3,3.0,0.00376045,-0.190014773360025,251718197238.0,9296.669196
4946,ID_3yTGrH,10106.072083,10106.072083,10085.250622,1481297310.0,185441621087.0,15487095.0,3.8,3.2,3.8,4.9,0.01861741,5.801394328985846,284442670886.0,10085.250622
4949,ID_3yUTEF,9587.510061,9587.510061,9565.66931,917192249.0,175647446661.0,10761173.0,3.7,3.1,4.4,3.8,0.01503618,4.0674655603896674,271343299376.0,9572.369688
4950,ID_3yVc6G,10528.099178,10552.388601,10528.099178,825579083.0,195076987079.0,11588170.0,3.7,3.1,3.7,3.4,0.00735164,1.9982764084055071,353547548168.0,10552.388601
4951,ID_3yWpLE,9253.790861,9253.790861,9245.824684,542614703.0,169289946377.0,12310542.0,3.6,2.9,4.4,2.8,0.01695924,3.4673503482626185,252138216474.0,9247.16925
4952,ID_3yWxNw,12761.509231,12772.998408,12748.895023,1026812634.0,236305333425.0,15123063.0,3.7,2.8,4.0,4.0,0.03125238,3.893675629185251,391677673505.0,12763.019939
4953,ID_3yWzfL,11544.364972,11544.364972,11540.517819,1229250407.0,212579548052.0,20839796.0,3.6,5.0,4.0,3.6,0.01923756,-1.6681027205581536,359630088257.0,11540.517819
4954,ID_3yXpHX,9366.593004,9404.649532,9366.197039,790068075.0,169286207896.81,4908144.0,3.8,2.4,3.8,3.7,0.00618445,1.694982973254016,253989373046.0,9386.130055
4956,ID_3yZDm4,9319.844596,9324.397414,9319.844596,678020970.0,171041465143.0,16539098.0,3.7,3.5,3.6,3.0,0.00311156,-0.1946601452235728,275369672885.0,9324.397414
4957,ID_3yZxuf,49176.4118,49755.194819,49171.120018,3638872348.0,923770952273.0,87150291.0,3.6,3.2,3.0,3.1,0.01557884,5.540631779826624,1538418849127.0,49547.884262
4959,ID_3yaKzh,11465.63061,11495.679736,11465.63061,629101891.0,211844002443.0,19596634.0,3.7,3.1,3.6,3.7,0.0063743,1.9596279189255048,370812250688.0,11495.679736
4960,ID_3yapaA,51879.144188,52466.608558,51879.144188,2759149035.0,976345565632.0,34007089.0,3.6,3.2,4.2,3.8,0.01149774,2.993918497120477,1668783352679.0,52466.608558
4961,ID_3ybNbj,9241.067826,9241.067826,9232.160985,604845992.0,169244299360.0,9386156.0,3.6,3.2,4.2,3.3,0.00399934,-0.0709124900340717,283116419088.0,9232.160985
4966,ID_3yfCQF,7485.178131,7489.341521,7482.667784,466760624.0,135375703262.0,11021534.0,3.7,2.9,3.7,3.9,0.02831904,5.7061480480084645,203048899781.0,7483.518731
4968,ID_3yg5yJ,51916.443819,53474.531708,51916.443819,4430513942.0,993494473270.0,31110731.0,3.6,3.4,4.2,4.1,0.01384801,3.669120054548845,1687679363614.0,53385.5785
4969,ID_3yhg6z,7360.36254,7369.432951,7359.662483,1281453447.0,134875218048.0,9047486.0,3.6,5.0,4.2,2.7,0.00981045,2.8331477764080524,210696627290.0,7369.432951
4971,ID_3yiWPo,11853.775159,11853.775159,11848.519266,1200424611.0,219423175428.0,10790713.0,3.5,3.5,3.0,2.7,0.01381346,-3.703294916640419,374139155076.0,11849.556472
4972,ID_3yj9Fv,11440.270763,11489.942952,11440.270763,833736085.0,212632448704.0,13156431.0,3.6,1.0,3.6,3.6,0.00364765,1.1933701083808546,366987404934.0,11485.079805
4973,ID_3yjGpE,16042.245932,16061.163769,15924.599031,1456257570.0,296025401972.0,13640389.0,3.6,3.0,3.4,2.5,0.01209757,-1.7950219308679984,466999822008.0,15975.118208
4976,ID_3yjbHf,53799.429117,54475.860193,53705.246002,3586818262.0,1009327480266.0,97803123.0,3.6,2.9,4.0,2.7,0.02977559,-6.679890779330091,1664640223560.0,53980.325351
